issue,title,url,independent,category,status,evidence,comment_count,current_capability,rationale,needed,demonstrated_modelsan_detection
4637,Comparabilty of chaotic behaviour,https://github.com/modelica/ModelicaStandardLibrary/issues/4637,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,19,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.","Chaotic behavior comparisons need appropriate horizon/invariants and uncertainty, not universal pointwise equality.","F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4639,Improvements to Modelica.Math.Vectors.interpolate,https://github.com/modelica/ModelicaStandardLibrary/issues/4639,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,2,No detection claim: requested behavior/API must first be specified.,Interpolation improvement/performance requests require monotonicity/input contracts; optimization opportunity alone is not wrong behavior.,"API design, compatibility and targeted regression tests.",False
4640,Strange results when exporting an FMU to simulate in an external tool (both with model exchange and co-simulation),https://github.com/modelica/ModelicaStandardLibrary/issues/4640,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,3,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",Discussion ties FMU results to lost input derivatives; requires exporter/importer derivative-transport checks and FMI experiments.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4645,Deploy stage (CI) to add binaries to MSL,https://github.com/modelica/ModelicaStandardLibrary/issues/4645,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,0,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",Adding binary deployment to CI is build/distribution pipeline work.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4667,Use of parameter without value in Spice3.Internal.MOS2,https://github.com/modelica/ModelicaStandardLibrary/issues/4667,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,5,Flattened numerical sanitizers do not implement these language/binding/effect checks.,Spice MOS2 parameter without value requires definite-value/binding analysis across records/functions before execution.,"F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
4684,Missing 'each' in Modelica.Electrical.QuasiStatic.Polyphase.Blocks.FromSymmetricalComponents,https://github.com/modelica/ModelicaStandardLibrary/issues/4684,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,4,Flattened numerical sanitizers do not implement these language/binding/effect checks.,Missing each on displayUnit is modifier/elaboration legality; a compiler warning/rejection is not a numerical sanitizer detection.,"F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
4687,Determinant and check for singular matrices,https://github.com/modelica/ModelicaStandardLibrary/issues/4687,True,NUMERIC,Possible symptom coverage only,Issue/discussion capability assessment; no execution verdict,0,Domain/Numeric/Solver/AssertSan may observe a reached failure; no executed issue-specific hit is established here.,Determinant is not a scale-invariant singularity test; need scaled rank/SVD or condition estimates with perturbation checks.,"F6: scaled residual/rank/conditioning, progress budgets and high-precision error oracles.",False
4688,Problem with the test of Modelica/Electrical/Machines/Examples/InductionMachines/IMC_DCBraking,https://github.com/modelica/ModelicaStandardLibrary/issues/4688,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,17,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",IMC_DCBraking test concerns numerical tolerance/reference validity; separate model error from regression-harness sensitivity.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4689,colormap cool-warm,https://github.com/modelica/ModelicaStandardLibrary/issues/4689,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,Cool-warm colormap is a visualization feature.,"API design, compatibility and targeted regression tests.",False
4690,Incomplete release notes for 4.1.0,https://github.com/modelica/ModelicaStandardLibrary/issues/4690,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,Missing 4.1.0 release notes require release/change documentation review.,"Documentation, diagram, link and source-style validation.",False
4694,Defining API for minor versions and bug-fixes,https://github.com/modelica/ModelicaStandardLibrary/issues/4694,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,1,No detection claim: requested behavior/API must first be specified.,API policy for minor releases and bug fixes is compatibility/governance work.,"API design, compatibility and targeted regression tests.",False
4695,Strange Connect order in Modelica.Electrical.Analog.Examples.ResonanceCircuits,https://github.com/modelica/ModelicaStandardLibrary/issues/4695,True,UNRESOLVED,Not established,Issue/discussion capability assessment; no execution verdict,0,No defensible defect/detectability verdict from the current evidence; do not count as clean or missed.,Connection order in a diagram does not by itself establish reversed physical behavior; inspect actual connectivity and expected signals.,Resolve the stated contract/version/reproducer uncertainty; then choose an oracle.,False
4696,Error simulating tables in Dymola,https://github.com/modelica/ModelicaStandardLibrary/issues/4696,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,6,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",Table simulation report involves development binaries/header integration; distinguish build/distribution mismatch from interpolation defects.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4697,Modelica.Magnetic.QuasiStatic.FluxTubes.Examples.Leakage.GeneralLeakage breaks balancing rules.,https://github.com/modelica/ModelicaStandardLibrary/issues/4697,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,2,Flattened numerical sanitizers do not implement these language/binding/effect checks.,Variable binding modification violates local balancing; requires source-level instance/binding rules before flattening.,"F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
4699,Gone link to https://www.inf.ed.ac.uk/teaching/courses/seoc1/2005_2006/resources/statecharts.pdf,https://github.com/modelica/ModelicaStandardLibrary/issues/4699,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,Missing statechart PDF link requires documentation link repair.,"Documentation, diagram, link and source-style validation.",False
4701,gcc Makefile lacks creation of installation directory,https://github.com/modelica/ModelicaStandardLibrary/issues/4701,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,0,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",Missing installation-directory creation is a Makefile/build-system defect outside numerical model sanitizers.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4702,BuildProjects gcc Makefile does not handle MinGW,https://github.com/modelica/ModelicaStandardLibrary/issues/4702,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,2,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.","MinGW Makefile support requires platform build CI, not arithmetic-domain monitoring.","F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4703,Modelica.StateGraph.Examples.Utilities.CompositeStep is sometimes locally unbalanced.,https://github.com/modelica/ModelicaStandardLibrary/issues/4703,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,2,Flattened numerical sanitizers do not implement these language/binding/effect checks.,Conditional CompositeStep local balance/cardinality needs source elaboration checks for every structural configuration.,"F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
4704,CombiTables documentation does not report that the .csv file type doesn't require the header,https://github.com/modelica/ModelicaStandardLibrary/issues/4704,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,CSV header requirements need correct table-format documentation.,"Documentation, diagram, link and source-style validation.",False
4709,Add .mat file checking,https://github.com/modelica/ModelicaStandardLibrary/issues/4709,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,20,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",MAT inflate/checking report lacks a shareable failing original file; needs malformed-file/I/O validation and a retained reproducer.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4710,Improve missingInnerMessage annotation in Modelica.Blocks.Noise.GlobalSeed,https://github.com/modelica/ModelicaStandardLibrary/issues/4710,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,GlobalSeed missingInnerMessage needs a clearer source diagnostic annotation.,"Documentation, diagram, link and source-style validation.",False
4719,Issues with Modelica.Media.Examples.SolveOneNonlinearEquation.InverseIncompressible_sh_T at t=1,https://github.com/modelica/ModelicaStandardLibrary/issues/4719,True,NUMERIC,Possible symptom coverage only,Issue/discussion capability assessment; no execution verdict,2,Domain/Numeric/Solver/AssertSan may observe a reached failure; no executed issue-specific hit is established here.,"Root-bracket endpoint roundoff can trigger an assertion; use tolerant endpoint/bracket and residual oracles, not assertion-as-root-cause reasoning.","F6: scaled residual/rank/conditioning, progress budgets and high-precision error oracles.",False
4721,There should be an easy way to initialize the induction machine at its nominal point.,https://github.com/modelica/ModelicaStandardLibrary/issues/4721,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,"Nominal-point induction-machine initialization is an interface/workflow improvement, not an automatically detectable numerical violation.","API design, compatibility and targeted regression tests.",False
4722,Improve Modelica.StateGraph examples,https://github.com/modelica/ModelicaStandardLibrary/issues/4722,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,StateGraph example improvements concern examples/explanation unless a concrete behavioral defect is isolated.,"Documentation, diagram, link and source-style validation.",False
4723,Invalid smooth() statement in SlewRateLimiter,https://github.com/modelica/ModelicaStandardLibrary/issues/4723,True,CONTRACT,Semantic oracle needed,Issue/discussion capability assessment; no execution verdict,8,Finite plausible wrong results generally pass numeric/domain checks; generic physical checks do not encode this contract.,Invalid smooth(1) claim needs a precise differentiability contract at transitions; discussion disputes the proposed witness and interpretation.,"F4/F8: API metamorphic, analytic, thermodynamic or component-specific physical contracts.",False
4724,Use of Length quantity in Modelica.Mechanics.MultiBody.Sensors.Internal.BasicRelativePosition,https://github.com/modelica/ModelicaStandardLibrary/issues/4724,True,UNRESOLVED,Not established,Issue/discussion capability assessment; no execution verdict,2,No defensible defect/detectability verdict from the current evidence; do not count as clean or missed.,A Length quantity may be negative; quantity names alone do not impose a nonnegative domain.,Resolve the stated contract/version/reproducer uncertainty; then choose an oracle.,False
4728,Invalid MoistAir.isentropicExponent() for relative humidity > 0.999,https://github.com/modelica/ModelicaStandardLibrary/issues/4728,True,CONTRACT,Semantic oracle needed,Issue/discussion capability assessment; no execution verdict,0,Finite plausible wrong results generally pass numeric/domain checks; generic physical checks do not encode this contract.,cp/cv need not equal the real two-phase isentropic exponent; check thermodynamic derivative identities near saturation.,"F4/F8: API metamorphic, analytic, thermodynamic or component-specific physical contracts.",False
4729,"Blocks.Sources.{Sine, Cosine} do not behave as described",https://github.com/modelica/ModelicaStandardLibrary/issues/4729,True,EVENT,Temporal oracle needed,Issue/discussion capability assessment; no execution verdict,8,"EventSan/ZenoSan measure event activity; they do not specify phase, sample delay, polarity or transition priority.",Sine/Cosine startTime behavior differs from prose expectations; phase/time-shift contracts and documentation intent are needed.,F3/F4: supported event/clock execution plus state-machine and sample-history contracts.,False
4730,Modelica.Media.Interfaces.Types.IsentropicExponent,https://github.com/modelica/ModelicaStandardLibrary/issues/4730,True,CONTRACT,Semantic oracle needed,Issue/discussion capability assessment; no execution verdict,0,Finite plausible wrong results generally pass numeric/domain checks; generic physical checks do not encode this contract.,IsentropicExponent definition overlaps #4728; distinguish a thermodynamic derivative from an ideal-gas heat-capacity ratio.,"F4/F8: API metamorphic, analytic, thermodynamic or component-specific physical contracts.",False
4731,Challenging event coincidence and incorrect reference result in LogicalSample,https://github.com/modelica/ModelicaStandardLibrary/issues/4731,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,0,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",LogicalSample simultaneous-event/reference issue overlaps #3858/#4063; do not count all three as independent confirmed defects.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4742,Unit missing,https://github.com/modelica/ModelicaStandardLibrary/issues/4742,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,SpecificPower type is missing; adding a quantity definition is an API enhancement rather than a runtime numerical bug.,"API design, compatibility and targeted regression tests.",False
4743,Usage of Tables,https://github.com/modelica/ModelicaStandardLibrary/issues/4743,True,UNRESOLVED,Not established,Issue/discussion capability assessment; no execution verdict,2,No defensible defect/detectability verdict from the current evidence; do not count as clean or missed.,Table usage question needs a specified configuration and expected interpolation behavior before a defect/detection verdict.,Resolve the stated contract/version/reproducer uncertainty; then choose an oracle.,False
4744,Make use of security enhanced C functions,https://github.com/modelica/ModelicaStandardLibrary/issues/4744,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,4,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",Security-enhanced C function proposal requires platform/API analysis; function-name replacement alone neither proves nor fixes a vulnerability.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4747,Clean up and improve the documentation of Modelica.Electrical.QuasiStatic,https://github.com/modelica/ModelicaStandardLibrary/issues/4747,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,1,None for the requested editorial/graphical change.,QuasiStatic documentation cleanup requires editorial/domain review.,"Documentation, diagram, link and source-style validation.",False
4749,Modelica.Media.Interfaces.PartialSimpleIdealGasMedium.setState_psX,https://github.com/modelica/ModelicaStandardLibrary/issues/4749,True,CONTRACT,Semantic oracle needed,Issue-derived OMC witness; ModelSan path blocked; no detection credit,0,Executed probe blocked before relevant ModelSan observation; unrelated static warnings are not hits.,OMC API evaluation violates entropy/state round trip away from reference pressure; Rumoca fails before artifact creation. See focused-results.md.,"F4/F8: API metamorphic, analytic, thermodynamic or component-specific physical contracts.",False
4750,Modelica.Media.Interfaces.PartialSimpleMedium.setState_psX,https://github.com/modelica/ModelicaStandardLibrary/issues/4750,True,CONTRACT,Semantic oracle needed,Issue-derived OMC witness; ModelSan path blocked; no detection credit,0,Executed probe blocked before relevant ModelSan observation; unrelated static warnings are not hits.,OMC API evaluation returns 327.45744 K for a 300 K water state; reference-temperature mismatch needs a round-trip oracle. Rumoca is blocked.,"F4/F8: API metamorphic, analytic, thermodynamic or component-specific physical contracts.",False
4751,Derivative of Math.Special.erf,https://github.com/modelica/ModelicaStandardLibrary/issues/4751,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,8,No detection claim: requested behavior/API must first be specified.,Derivative/inverse annotations for special functions improve tool support; validate derivatives/domain branches rather than flag every absent annotation.,"API design, compatibility and targeted regression tests.",False
4756,Update ModelicaReference to latest Modelica specification 3.6,https://github.com/modelica/ModelicaStandardLibrary/issues/4756,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,ModelicaReference update needs specification-version alignment.,"Documentation, diagram, link and source-style validation.",False
4758,"Modelica/Magnetic/FluxTubes/UsersGuide/Literature.mo: Error 404 for URL ""https://vacuumschmelze.com/03_Documents/Brochures/Cobalt-Iron%20Alloys.pdf""",https://github.com/modelica/ModelicaStandardLibrary/issues/4758,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,Missing magnetic-material PDF requires link/provenance repair.,"Documentation, diagram, link and source-style validation.",False
4759,"Modelica/Mechanics/MultiBody/Frames/Quaternions/from_T.mo: Error 404 for URL ""https://d3cw3dd2w32x2b.cloudfront.net/wp-content/uploads/2015/01/matrix-to-quat.pdf""",https://github.com/modelica/ModelicaStandardLibrary/issues/4759,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,1,None for the requested editorial/graphical change.,Missing quaternion conversion reference requires link/provenance repair.,"Documentation, diagram, link and source-style validation.",False
4760,"Modelica/Electrical/PowerConverters/UsersGuide/References.mo: Error 404 for URL ""http://personal.strath.ac.uk/barry.williams/book.htm""",https://github.com/modelica/ModelicaStandardLibrary/issues/4760,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,Missing PowerConverters book reference requires link/provenance repair.,"Documentation, diagram, link and source-style validation.",False
4761,"Modelica/Mechanics/MultiBody/Examples/Systems/RobotR3/package.mo: Error 403 for URL ""http://www.robotic.dlr.de/Martin.Otter""",https://github.com/modelica/ModelicaStandardLibrary/issues/4761,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,1,None for the requested editorial/graphical change.,RobotR3 author link returns an access error; link checks cannot determine physical model correctness.,"Documentation, diagram, link and source-style validation.",False
4770,Spline interpolation of Blocks.Tables,https://github.com/modelica/ModelicaStandardLibrary/issues/4770,True,UNRESOLVED,Not established,Issue/discussion capability assessment; no execution verdict,8,No defensible defect/detectability verdict from the current evidence; do not count as clean or missed.,Discussion compares different spline families/smoothing choices; matching interpolants is required before an accuracy defect is established.,Resolve the stated contract/version/reproducer uncertainty; then choose an oracle.,False
4771,Simulation error when using MoistAir.T_psX,https://github.com/modelica/ModelicaStandardLibrary/issues/4771,True,SHAPE,Shape analysis needed,Issue-derived OMC witness; ModelSan path blocked; no detection credit,0,Executed probe blocked before relevant ModelSan observation; unrelated static warnings are not hits.,Earlier OMC full/reduced-composition control reproduces bounds failure; Rumoca cannot lower either witness. Requires interprocedural extent/index contracts.,"F2: shape contracts, reduced/full representations and runtime bounds provenance.",False
4773,External functions working with file paths on Windows lack encoding conversions,https://github.com/modelica/ModelicaStandardLibrary/issues/4773,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,8,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",Windows UTF-8 paths need wide-character conversions and platform tests; numerical sanitizers cannot validate encoding transport.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4785,Misleading diagram in Electrical.Analog.Interfaces.FourPin and TwoPort,https://github.com/modelica/ModelicaStandardLibrary/issues/4785,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,3,None for the requested editorial/graphical change.,FourPin/TwoPort misleading diagram needs comparison of picture and connector/equation semantics.,"Documentation, diagram, link and source-style validation.",False
4792,Rotational.Interfaces breaks color convention,https://github.com/modelica/ModelicaStandardLibrary/issues/4792,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,6,None for the requested editorial/graphical change.,Rotational interface colors violate a graphical convention.,"Documentation, diagram, link and source-style validation.",False
4794,`ModelicaInternal_temporaryFileName`: Replace `tmpnam` with `mkstemp`,https://github.com/modelica/ModelicaStandardLibrary/issues/4794,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,0,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.","tmpnam creates a filename race; atomic creation/handle ownership and C/platform analysis are needed, outside numerical sanitizers.","F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4799,Tidy up Modelica.Magnetic.FluxTubes.Material.SoftMaterial ...,https://github.com/modelica/ModelicaStandardLibrary/issues/4799,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,SoftMaterial cleanup concerns names/order/documentation; no numerical defect follows from tidying the package.,"Documentation, diagram, link and source-style validation.",False
4801,smoothness in interpolation of Modelica.Mechanics.Translational.Components.SupportFriction,https://github.com/modelica/ModelicaStandardLibrary/issues/4801,True,UNRESOLVED,Not established,Issue/discussion capability assessment; no execution verdict,0,No defensible defect/detectability verdict from the current evidence; do not count as clean or missed.,"Source passes smoothness to the external table constructor, which selects interpolation; common lookup-call names do not establish ignored smoothness.",Resolve the stated contract/version/reproducer uncertainty; then choose an oracle.,False
4807,Modelica.Math.Nonlinear.quadratureLobatto,https://github.com/modelica/ModelicaStandardLibrary/issues/4807,True,NUMERIC,Possible symptom coverage only,Issue/discussion capability assessment; no execution verdict,0,Domain/Numeric/Solver/AssertSan may observe a reached failure; no executed issue-specific hit is established here.,Linked #4800 discussion identifies fragile near-zero integral termination; needs function evaluation budgets and mixed absolute/relative quadrature accuracy checks.,"F6: scaled residual/rank/conditioning, progress budgets and high-precision error oracles.",False
4814,Parameter-domain constraints permit division-by-zero and invalid configurations in MSL,https://github.com/modelica/ModelicaStandardLibrary/issues/4814,False,EXCLUDED,Own report excluded,Census only; excluded,5,Not eligible for independent detection evaluation.,Authored by Arslan8 (the connected user); retained in the census but excluded from independent evaluation and discovery counts.,Retain provenance only; do not add to independent discovery totals.,False
4815,Negative `StartTime` in model but not in reference for OneSidedDerivative2D,https://github.com/modelica/ModelicaStandardLibrary/issues/4815,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,0,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",Model StartTime=-1 versus reference start=0 needs test metadata/horizon validation; newly opened issue explains the increase from cached 352 to 353.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
