id,verdict,group,tier,sanitizer_kind,model,target,declaration,original,report,omc_outcome,reason,proposed_action
FINDING-01308,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpm.Js,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Interfaces/PartialBasicMachine.mo:8,FINDING-dc-comparecharacteristics-dcpm-js-zerolimit.md,false-positives/FINDING-01308.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01309,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpm.inertiaRotor.J,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Mechanics/Rotational/Components/Inertia.mo:4,FINDING-dc-comparecharacteristics-dcpm-inertiarotor-j-zerolimit.md,false-positives/FINDING-01309.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01310,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpm.inertiaStator.J,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Mechanics/Rotational/Components/Inertia.mo:4,FINDING-dc-comparecharacteristics-dcpm-inertiastator-j-zerolimit.md,false-positives/FINDING-01310.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01311,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,loadInertia1.J,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Mechanics/Rotational/Components/Inertia.mo:4,FINDING-dc-comparecharacteristics-loadinertia1-j-zerolimit.md,false-positives/FINDING-01311.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01312,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dceeData.Jr,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Utilities/ParameterRecords/DcPermanentMagnetData.mo:5,FINDING-dc-comparecharacteristics-dceedata-jr-intent.md,advisory/FINDING-01312.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-01313,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dceeData.Js,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Utilities/ParameterRecords/DcPermanentMagnetData.mo:6,FINDING-dc-comparecharacteristics-dceedata-js-intent.md,advisory/FINDING-01313.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-01314,false-positive,ideal-dc-machine-data,Candidate,physical-domain-unenforced,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dceeData.Ra,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Utilities/ParameterRecords/DcPermanentMagnetData.mo:19,FINDING-dc-comparecharacteristics-dceedata-ra-unbounded.md,false-positives/FINDING-01314.md,,"This field represents zero-loss armature resistance and is forwarded to a component that uses it multiplicatively: torque balance for inertia, v=R*i for resistance, or v=L*der(i) for inductance. None intrinsically requires division by the field. A specific drive train can still be inconsistent; the missing strictly-positive record bound alone is not a bug.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01315,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dceeData.La,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Utilities/ParameterRecords/DcPermanentMagnetData.mo:28,FINDING-dc-comparecharacteristics-dceedata-la-intent.md,advisory/FINDING-01315.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-01316,unresolved,baseline-blocked,Candidate,physical-domain-unenforced,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dceeData.Re,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Utilities/ParameterRecords/DcElectricalExcitedData.mo:6,FINDING-dc-comparecharacteristics-dceedata-re-unbounded.md,unresolved/FINDING-01316.md,,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01317,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dceeData.Le,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Utilities/ParameterRecords/DcElectricalExcitedData.mo:15,FINDING-dc-comparecharacteristics-dceedata-le-intent.md,advisory/FINDING-01317.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-01318,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcee.Re,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/BasicMachines/DCMachines/DC_ElectricalExcited.mo:24,FINDING-dc-comparecharacteristics-dcee-re-zerolimit.md,false-positives/FINDING-01318.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01319,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcee.Le,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/BasicMachines/DCMachines/DC_ElectricalExcited.mo:33,FINDING-dc-comparecharacteristics-dcee-le-intent.md,advisory/FINDING-01319.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-01320,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcee.airGapDC.Le,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/BasicMachines/Components/AirGapDC.mo:4,FINDING-dc-comparecharacteristics-dcee-airgapdc-le-zerolimit.md,false-positives/FINDING-01320.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01321,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcee.Lme,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/BasicMachines/DCMachines/DC_ElectricalExcited.mo:80,FINDING-dc-comparecharacteristics-dcee-lme-zerolimit.md,false-positives/FINDING-01321.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01322,false-positive,ideal-dc-armature-ra,Candidate,physical-domain-unenforced,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcee.Ra,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Interfaces/PartialBasicDCMachine.mo:17,FINDING-dc-comparecharacteristics-dcee-ra-unbounded.md,false-positives/FINDING-01322.md,,"Ra is passed to Basic.Resistor, whose contract explicitly supports zero and signed resistance; zero removes armature copper loss. The partial machine source has no unconditional reciprocal of this parameter. A particular initialization can still be topology-dependent.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
